Date : 2024-09-25 13:34:45
Directory : c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app
Total : 575 files,  67395 codes, 18525 comments, 9686 blanks, all 95606 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1109_tbl_Shop_Storage_Location.sql                                                            | SQL              |         18 |          0 |          6 |         24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1110_tbl_Shop_Storage_Location_Audit.sql                                                      | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1111_tbl_Shop_Storage_Location_Temp.sql                                                       | SQL              |          8 |          0 |          6 |         14 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1112_tbl_Shop_Storage_Location_Branch.sql                                                     | SQL              |         23 |          1 |          5 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1113_tbl_Shop_Storage_Location_Branch_Audit.sql                                               | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1114_tbl_Shop_Storage_Location_Branch_Temp.sql                                                | SQL              |          9 |          1 |          5 |         15 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1115_tbl_Shop_Currency.sql                                                                    | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1116_tbl_Shop_Currency_Audit.sql                                                              | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1117_tbl_Shop_Currency_Temp.sql                                                               | SQL              |         11 |          0 |          5 |         16 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1118_tbl_Shop_Tax_Or_Surcharge.sql                                                            | SQL              |         33 |          0 |          6 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1119_tbl_Shop_Tax_Or_Surcharge_Audit.sql                                                      | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1120_tbl_Shop_Tax_Or_Surcharge_Temp.sql                                                       | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1121_tbl_Shop_Unit_Measurement.sql                                                            | SQL              |         21 |          0 |          6 |         27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1122_tbl_Shop_Unit_Measurement_Audit.sql                                                      | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1124_tbl_Shop_Unit_Measurement_Conversion.sql                                                 | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1125_tbl_Shop_Unit_Measurement_Conversion_Audit.sql                                           | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1200_tbl_Shop_Product_Category.sql                                                            | SQL              |         20 |          0 |          5 |         25 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1201_tbl_Shop_Product_Category_Audit.sql                                                      | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1202_tbl_Shop_Product_Category_Temp.sql                                                       | SQL              |         12 |          1 |          5 |         18 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1203_tbl_Shop_Product.sql                                                                     | SQL              |         22 |         21 |          6 |         49 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1204_tbl_Shop_Product_Audit.sql                                                               | SQL              |         17 |          0 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1205_tbl_Shop_Product_Temp.sql                                                                | SQL              |         13 |          0 |          6 |         19 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1206_tbl_Shop_Product_Permutation.sql                                                         | SQL              |         44 |         10 |          6 |         60 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1207_tbl_Shop_Product_Permutation_Audit.sql                                                   | SQL              |         18 |          0 |          6 |         24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1208_tbl_Shop_Product_Permutation_Temp.sql                                                    | SQL              |         38 |          1 |          6 |         45 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1209_tbl_Shop_Variation_Type.sql                                                              | SQL              |         16 |          0 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1210_tbl_Shop_Variation_Type_Audit.sql                                                        | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1212_tbl_Shop_Variation.sql                                                                   | SQL              |         20 |          0 |          6 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1213_tbl_Shop_Variation_Audit.sql                                                             | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1215_tbl_Shop_Product_Permutation_Variation_Link.sql                                          | SQL              |         23 |          0 |          6 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1216_tbl_Shop_Product_Permutation_Variation_Link_Audit.sql                                    | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1218_tbl_Shop_Stock_Item.sql                                                                  | SQL              |         33 |          0 |          6 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1219_tbl_Shop_Stock_Item_Audit.sql                                                            | SQL              |         18 |          0 |          6 |         24 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1220_tbl_Shop_Stock_Item_Temp.sql                                                             | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1221_tbl_Shop_Product_Price.sql                                                               | SQL              |         27 |          0 |          5 |         32 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1222_tbl_Shop_Product_Price_Audit.sql                                                         | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1223_tbl_Shop_Product_Price_Temp.sql                                                          | SQL              |         12 |          0 |          5 |         17 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1224_tbl_Shop_Product_Image.sql                                                               | SQL              |         22 |          0 |          5 |         27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1225_tbl_Shop_Product_Image_Audit.sql                                                         | SQL              |         16 |          0 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1227_tbl_Shop_Delivery_Option.sql                                                             | SQL              |         20 |          0 |          6 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1228_tbl_Shop_Delivery_Option_Audit.sql                                                       | SQL              |         17 |          0 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1230_tbl_Shop_Product_Delivery_Option_Link.sql                                                | SQL              |         39 |          0 |          5 |         44 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1231_tbl_Shop_Product_Delivery_Option_Link_Audit.sql                                          | SQL              |         17 |          0 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1233_tbl_Shop_Discount.sql                                                                    | SQL              |         31 |         12 |          6 |         49 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1234_tbl_Shop_Discount_Audit.sql                                                              | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1236_tbl_Shop_Discount_Region_Currency_Link.sql                                               | SQL              |         27 |          0 |          5 |         32 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1236_tbl_Shop_Product_Currency_Region_Link.sql                                                | SQL              |         35 |          0 |          5 |         40 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1237_tbl_Shop_Discount_Region_Currency_Link_Audit.sql                                         | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1237_tbl_Shop_Product_Currency_Region_Link_Audit.sql                                          | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1300_tbl_Shop_Permission_Group.sql                                                            | SQL              |         16 |          0 |          5 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1301_tbl_Shop_Permission_Group_Audit.sql                                                      | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1303_tbl_Shop_Permission.sql                                                                  | SQL              |         24 |          0 |          5 |         29 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1304_tbl_Shop_Permission_Audit.sql                                                            | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1306_tbl_Shop_Role.sql                                                                        | SQL              |         15 |          0 |          5 |         20 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1307_tbl_Shop_Role_Audit.sql                                                                  | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1309_tbl_Shop_Role_Permission_Link.sql                                                        | SQL              |         26 |          0 |          5 |         31 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1310_tbl_Shop_Role_Permission_Link_Audit.sql                                                  | SQL              |         17 |          0 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1312_tbl_Shop_User.sql                                                                        | SQL              |         21 |          0 |          6 |         27 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1313_tbl_Shop_User_Audit.sql                                                                  | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1315_tbl_Shop_User_Role_Link.sql                                                              | SQL              |         21 |          0 |          5 |         26 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1316_tbl_Shop_User_Role_Link_Audit.sql                                                        | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1318_tbl_Shop_Address.sql                                                                     | SQL              |         25 |          1 |          5 |         31 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1319_tbl_Shop_Address_Audit.sql                                                               | SQL              |         18 |          0 |          5 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1321_tbl_Shop_User_Basket.sql                                                                 | SQL              |         28 |          6 |          6 |         40 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1322_tbl_Shop_User_Basket_Audit.sql                                                           | SQL              |         17 |          6 |          5 |         28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1397_tbl_Shop_Order_Status.sql                                                                | SQL              |         16 |          0 |          6 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1398_tbl_Shop_Order_Status_Audit.sql                                                          | SQL              |         17 |          0 |          5 |         22 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1400_tbl_Shop_Supplier.sql                                                                    | SQL              |         27 |          0 |          6 |         33 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1401_tbl_Shop_Supplier_Audit.sql                                                              | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1409_tbl_Shop_Supplier_Purchase_Order.sql                                                     | SQL              |         20 |         16 |          6 |         42 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1410_tbl_Shop_Supplier_Purchase_Order_Audit.sql                                               | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1412_tbl_Shop_Supplier_Purchase_Order_Product_Link.sql                                        | SQL              |         32 |          0 |          6 |         38 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1413_tbl_Shop_Supplier_Purchase_Order_Product_Link_Audit.sql                                  | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1414_tbl_Shop_Supplier_Purchase_Order_Product_Link_Temp.sql                                   | SQL              |         22 |          6 |          7 |         35 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1415_tbl_Shop_Manufacturing_Purchase_Order.sql                                                | SQL              |         17 |         10 |          7 |         34 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1416_tbl_Shop_Manufacturing_Purchase_Order_Audit.sql                                          | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1418_tbl_Shop_Manufacturing_Purchase_Order_Product_Link.sql                                   | SQL              |         33 |          0 |          6 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1419_tbl_Shop_Manufacturing_Purchase_Order_Product_Link_Audit.sql                             | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1420_tbl_Shop_Manufacturing_Purchase_Order_Product_Link_Temp.sql                              | SQL              |         22 |          7 |          7 |         36 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1421_tbl_Shop_Customer.sql                                                                    | SQL              |         25 |          0 |          5 |         30 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1422_tbl_Shop_Customer_Audit.sql                                                              | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1424_tbl_Shop_Customer_Sales_Order.sql                                                        | SQL              |         20 |         10 |          6 |         36 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1425_tbl_Shop_Customer_Sales_Order_Audit.sql                                                  | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1427_tbl_Shop_Customer_Sales_Order_Product_Link.sql                                           | SQL              |         32 |          0 |          7 |         39 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1428_tbl_Shop_Customer_Sales_Order_Product_Link_Audit.sql                                     | SQL              |         17 |          0 |          6 |         23 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\1429_tbl_Shop_Customer_Sales_Order_Product_Link_Temp.sql                                      | SQL              |         22 |          6 |          7 |         35 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3000_tri_Shop_Access_Level.sql                                                                | SQL              |         50 |          0 |         10 |         60 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3000_tri_Shop_Product_Change_Set.sql                                                          | SQL              |         15 |          0 |          6 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3001_tri_Shop_User_Change_Set.sql                                                             | SQL              |         15 |          0 |          6 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3002_tri_Shop_Sales_And_Purchasing_Change_Set.sql                                             | SQL              |         15 |          0 |          6 |         21 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3010_tri_File_Type.sql                                                                        | SQL              |         37 |          0 |          7 |         44 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3011_tri_File_Type_Audit.sql                                                                  | SQL              |         21 |          0 |          7 |         28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3012_tri_Shop_General.sql                                                                     | SQL              |         34 |          0 |          7 |         41 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3014_tri_Shop_Image_Type.sql                                                                  | SQL              |         50 |          6 |          9 |         65 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3100_tri_Shop_Region.sql                                                                      | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3103_tri_Shop_Region_Branch.sql                                                               | SQL              |         38 |          6 |         10 |         54 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3109_tri_Shop_Storage_Location.sql                                                            | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3115_tri_Shop_Currency.sql                                                                    | SQL              |         54 |          0 |          9 |         63 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3118_tri_Shop_Tax_Or_Surcharge.sql                                                            | SQL              |         66 |          0 |         10 |         76 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3200_tri_Shop_Category.sql                                                                    | SQL              |         54 |          0 |          8 |         62 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3203_tri_Shop_Product.sql                                                                     | SQL              |         54 |        106 |         11 |        171 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3206_tri_Shop_Product_Permutation.sql                                                         | SQL              |        112 |         36 |         12 |        160 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3209_tri_Shop_Variation_Type.sql                                                              | SQL              |         50 |          0 |         11 |         61 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3212_tri_Shop_Variation.sql                                                                   | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3215_tri_Shop_Product_Permutation_Variation_Link.sql                                          | SQL              |         38 |         10 |          9 |         57 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3218_tri_Shop_Stock_Item.sql                                                                  | SQL              |         82 |          0 |         10 |         92 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3221_tri_Shop_Product_Price.sql                                                               | SQL              |         58 |         19 |         11 |         88 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3224_tri_Shop_Product_Image.sql                                                               | SQL              |         54 |         10 |          9 |         73 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3227_tri_Shop_Delivery_Option.sql                                                             | SQL              |         62 |          0 |          9 |         71 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3230_tri_Shop_Product_Delivery_Option_Link.sql                                                | SQL              |         42 |         18 |          9 |         69 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3233_tri_Shop_Discount.sql                                                                    | SQL              |         74 |          0 |         10 |         84 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3236_tri_Shop_Discount_Region_Currency_Link.sql                                               | SQL              |         34 |         10 |          9 |         53 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3300_tri_Shop_Permission_Group.sql                                                            | SQL              |         46 |          0 |          9 |         55 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3303_tri_Shop_Permission.sql                                                                  | SQL              |         54 |          0 |          9 |         63 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3306_tri_Shop_Role.sql                                                                        | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3309_tri_Shop_Role_Permission_Link.sql                                                        | SQL              |         38 |         10 |         10 |         58 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3312_tri_Shop_User.sql                                                                        | SQL              |         70 |          0 |          9 |         79 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3315_tri_Shop_User_Role_Link.sql                                                              | SQL              |         34 |          0 |          9 |         43 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3318_tri_Shop_Address.sql                                                                     | SQL              |         66 |          0 |          9 |         75 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3321_tri_Shop_User_Basket.sql                                                                 | SQL              |         46 |          0 |          9 |         55 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3324_tri_Shop_User_Order_Status.sql                                                           | SQL              |         50 |          0 |          9 |         59 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3400_tri_Shop_Supplier.sql                                                                    | SQL              |         66 |          0 |         10 |         76 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3403_tri_Shop_Unit_Measurement.sql                                                            | SQL              |         66 |          0 |         11 |         77 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3406_tri_Shop_Unit_Of_Measurement_Conversion.sql                                              | SQL              |         54 |          0 |         11 |         65 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3409_tri_Shop_Supplier_Purchase_Order.sql                                                     | SQL              |         42 |         18 |         11 |         71 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3412_tri_Shop_Supplier_Purchase_Order_Product_Link.sql                                        | SQL              |         70 |          0 |         10 |         80 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3415_tri_Shop_Manufacturing_Purchase_Order.sql                                                | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3418_tri_Shop_Manufacturing_Purchase_Order_Product_Link.sql                                   | SQL              |         70 |          0 |         11 |         81 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3421_tri_Shop_Customer.sql                                                                    | SQL              |         62 |          0 |         11 |         73 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3424_tri_Shop_Customer_Sales_Order.sql                                                        | SQL              |         46 |          0 |         10 |         56 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\3427_tri_Shop_Customer_Sales_Order_Product_Link.sql                                           | SQL              |         70 |          0 |         10 |         80 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\6000_p_split.sql                                                                              | SQL              |         36 |         38 |         23 |         97 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\6001_p_clear_split_temp.sql                                                                   | SQL              |         10 |         11 |          7 |         28 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\6206_fn_shop_get_product_permutation_name.sql                                                 | SQL              |         27 |          0 |          7 |         34 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\6500_p_shop_user_eval.sql                                                                     | SQL              |        350 |        361 |         43 |        754 |
| c:\Users\edwar\OneDrive\Documents\Programming\Visual Studio 2022\PARTS_Web\app\static\MySQL\6501_p_shop_clear_user_eval_temp.sql                                                          | SQL              |         18 |         11 |         11 |         40 |
